-16213 , -206 , 125 , 1502040265.5472271
-16215 , -221 , 98 , 1502040265.5592573
-16191 , -206 , 100 , 1502040265.5711732
-16193 , -200 , 119 , 1502040265.5830986
-16194 , -195 , 110 , 1502040265.5950248
-16189 , -213 , 96 , 1502040265.606949
-16179 , -204 , 119 , 1502040265.6188705
-16201 , -193 , 141 , 1502040265.6307917
-16215 , -175 , 114 , 1502040265.6427116
-16177 , -230 , 97 , 1502040265.6546319
-16128 , -52 , 117 , 1502040265.6665566
-16108 , -152 , 90 , 1502040265.67848
-16156 , -264 , 39 , 1502040265.6903973
-16209 , -164 , 124 , 1502040265.7023191
-16225 , -179 , 170 , 1502040265.7142398
-16208 , -196 , 159 , 1502040265.7261915
-16167 , -191 , 108 , 1502040265.7381139
-16158 , -185 , -9 , 1502040265.7500355
-16217 , -201 , 23 , 1502040265.7619572
-16194 , -219 , 97 , 1502040265.773878
-16250 , -202 , 200 , 1502040265.7858005
-16248 , -173 , 215 , 1502040265.7977226
-16178 , -230 , 83 , 1502040265.8096454
-16141 , -246 , -62 , 1502040265.8215668
-16143 , -274 , -125 , 1502040265.8334892
-16163 , -200 , 169 , 1502040265.8454096
-16234 , -161 , 216 , 1502040265.8573356
-16230 , -128 , 226 , 1502040265.8692563
-16220 , -143 , 169 , 1502040265.8811767
-16183 , -257 , 51 , 1502040265.8931034
-16182 , -304 , 71 , 1502040265.9050245
-16189 , -161 , 76 , 1502040265.916947
-16216 , -32 , 83 , 1502040265.9288714
-16203 , 13 , 169 , 1502040265.9407897
-16219 , -321 , 155 , 1502040265.9527133
-16179 , -204 , 80 , 1502040265.9646358
-16164 , -223 , 49 , 1502040265.9765563
-16167 , -321 , 95 , 1502040265.988475
-16182 , -123 , 71 , 1502040266.0003996
-16188 , -80 , 103 , 1502040266.0123172
-16188 , -118 , 135 , 1502040266.0242372
-16216 , -177 , 148 , 1502040266.0361602
-16182 , -264 , 120 , 1502040266.0480783
-16193 , -140 , 90 , 1502040266.0600498
-16179 , -189 , 102 , 1502040266.0732167
-16182 , -189 , 69 , 1502040266.0864139
-16189 , -195 , 78 , 1502040266.0996122
-16187 , -190 , 137 , 1502040266.1128044
-16195 , -258 , 126 , 1502040266.1260026
-16190 , -272 , 123 , 1502040266.1392026
-16179 , -178 , 81 , 1502040266.152396
-16189 , -112 , 65 , 1502040266.1656241
-16201 , -117 , 77 , 1502040266.1788213
-16190 , -233 , 115 , 1502040266.1920166
-16195 , -260 , 127 , 1502040266.2052875
-16193 , -246 , 117 , 1502040266.2184942
-16188 , -212 , 118 , 1502040266.2316916
-16208 , -181 , 109 , 1502040266.2448885
-16171 , -147 , 88 , 1502040266.2580853
-16185 , -176 , 97 , 1502040266.2713025
-16188 , -236 , 144 , 1502040266.2845025
-16195 , -257 , 132 , 1502040266.2976964
-16175 , -207 , 112 , 1502040266.3108895
-16195 , -158 , 84 , 1502040266.3240898
-16194 , -154 , 85 , 1502040266.3373373
-16186 , -173 , 89 , 1502040266.350528
-16203 , -213 , 106 , 1502040266.3637166
-16189 , -235 , 120 , 1502040266.3783772
-16192 , -224 , 108 , 1502040266.3915882
-16185 , -194 , 106 , 1502040266.4047813
-16191 , -167 , 72 , 1502040266.417983
-16196 , -194 , 107 , 1502040266.43118
-16191 , -212 , 104 , 1502040266.4443777
-16200 , -225 , 101 , 1502040266.4575725
-16186 , -234 , 108 , 1502040266.470764
-16191 , -196 , 95 , 1502040266.4839947
-16212 , -180 , 86 , 1502040266.4972363
-16212 , -192 , 114 , 1502040266.5104246
-16192 , -203 , 114 , 1502040266.52362
-16206 , -231 , 112 , 1502040266.5368083
-16197 , -207 , 102 , 1502040266.5500026
-16193 , -193 , 99 , 1502040266.5632086
-16184 , -193 , 94 , 1502040266.5764053
-16196 , -167 , 93 , 1502040266.589628
-16189 , -206 , 121 , 1502040266.602826
-16216 , -217 , 107 , 1502040266.6160202
-16182 , -210 , 105 , 1502040266.6292098
-16198 , -201 , 84 , 1502040266.642408
-16193 , -204 , 105 , 1502040266.6556013
-16191 , -190 , 84 , 1502040266.6687884
-16197 , -186 , 110 , 1502040266.6819894
-16193 , -201 , 108 , 1502040266.6952636
-16198 , -216 , 110 , 1502040266.7084637
-16194 , -199 , 95 , 1502040266.721663
-16187 , -197 , 107 , 1502040266.734864
-16191 , -197 , 125 , 1502040266.7480497
-16198 , -197 , 89 , 1502040266.7612522
-16216 , -212 , 110 , 1502040266.7744524
-16190 , -197 , 89 , 1502040266.7876391
-16176 , -222 , 91 , 1502040266.8008695
-16218 , -209 , 104 , 1502040266.814059
-16193 , -191 , 114 , 1502040266.827296
-16197 , -203 , 101 , 1502040266.8404987
-16196 , -205 , 99 , 1502040266.8536966
-16185 , -205 , 111 , 1502040266.8668935
-16191 , -196 , 101 , 1502040266.8800976
-16195 , -187 , 103 , 1502040266.893305
-16180 , -204 , 111 , 1502040266.906533
-16196 , -204 , 102 , 1502040266.919736
-16181 , -205 , 87 , 1502040266.9329243
-16196 , -200 , 102 , 1502040266.9461226
-16181 , -205 , 90 , 1502040266.9593184
-16191 , -197 , 90 , 1502040266.9725175
-16185 , -175 , 90 , 1502040266.9857128
-16201 , -195 , 121 , 1502040266.9989157
-16201 , -191 , 110 , 1502040267.01214
-16192 , -197 , 112 , 1502040267.0253587
-16198 , -188 , 132 , 1502040267.0385513
-16200 , -189 , 88 , 1502040267.051747
-16205 , -200 , 107 , 1502040267.0649378
-16201 , -194 , 95 , 1502040267.0781386
-16195 , -199 , 89 , 1502040267.0913346
-16174 , -215 , 112 , 1502040267.1045282
-16178 , -206 , 90 , 1502040267.1177607
-16183 , -195 , 103 , 1502040267.1309633
-16208 , -187 , 89 , 1502040267.1441534
-16174 , -208 , 89 , 1502040267.1573522
-16177 , -191 , 101 , 1502040267.1705475
-16206 , -200 , 84 , 1502040267.1837456
-16171 , -187 , 98 , 1502040267.196941
-16200 , -211 , 88 , 1502040267.2101407
-16193 , -205 , 94 , 1502040267.2233672
-16165 , -207 , 109 , 1502040267.2365634
-16200 , -213 , 112 , 1502040267.2497652
-16179 , -207 , 125 , 1502040267.262957
-16183 , -195 , 91 , 1502040267.2761478
-16211 , -214 , 88 , 1502040267.2893507
-16193 , -197 , 105 , 1502040267.302541
-16168 , -200 , 100 , 1502040267.3157384
-16190 , -193 , 93 , 1502040267.3289645
-16196 , -195 , 88 , 1502040267.3421574
-16199 , -190 , 101 , 1502040267.3553581
-16188 , -196 , 111 , 1502040267.3685524
-16178 , -187 , 110 , 1502040267.3817475
-16195 , -202 , 111 , 1502040267.3949428
-16195 , -198 , 98 , 1502040267.4081335
-16183 , -211 , 105 , 1502040267.4213226
-16194 , -192 , 99 , 1502040267.4345477
-16184 , -200 , 103 , 1502040267.4477518
-16165 , -182 , 96 , 1502040267.4609423
-16191 , -201 , 114 , 1502040267.4741337
-16198 , -216 , 66 , 1502040267.487367
-16169 , -211 , 102 , 1502040267.5005536
-16208 , -194 , 121 , 1502040267.5152693
-16178 , -185 , 129 , 1502040267.5284986
-16190 , -200 , 108 , 1502040267.54173
-16187 , -229 , 111 , 1502040267.554926
-16114 , -28 , 135 , 1502040267.5681212
-16096 , -142 , 76 , 1502040267.5813105
-16198 , -209 , 101 , 1502040267.594512
-16207 , -175 , 142 , 1502040267.6077063
-16202 , -169 , 149 , 1502040267.6208963
-16191 , -194 , 105 , 1502040267.6340897
-16158 , -215 , 74 , 1502040267.6473596
-16212 , -268 , 2 , 1502040267.6605513
-16200 , -173 , 102 , 1502040267.6737442
-16207 , -119 , 146 , 1502040267.6869342
-16205 , -259 , 254 , 1502040267.700141
-16173 , -185 , 109 , 1502040267.7133355
-16145 , -127 , -65 , 1502040267.7265298
-16145 , -201 , 15 , 1502040267.7397244
-16199 , -262 , 98 , 1502040267.752948
-16215 , -185 , 224 , 1502040267.7661412
-16213 , -212 , 231 , 1502040267.77934
-16206 , -305 , 22 , 1502040267.7925258
-16159 , -202 , 12 , 1502040267.8057215
-16170 , -92 , 15 , 1502040267.8189163
-16217 , 74 , 141 , 1502040267.832109
-16187 , -200 , 177 , 1502040267.8453436
-16202 , -388 , 145 , 1502040267.8585742
-16167 , -313 , 71 , 1502040267.8717692
-16165 , -258 , 62 , 1502040267.8849733
-16183 , -199 , 74 , 1502040267.8981733
-16183 , -35 , 121 , 1502040267.9113715
-16208 , -115 , 133 , 1502040267.9245691
-16229 , -305 , 151 , 1502040267.937769
-16206 , -269 , 96 , 1502040267.9509642
-16191 , -249 , 55 , 1502040267.9641871
-16193 , -85 , 90 , 1502040267.9774058
-16196 , -114 , 105 , 1502040267.990606
-16203 , -255 , 143 , 1502040268.0037942
-16192 , -287 , 134 , 1502040268.0169988
-16187 , -276 , 108 , 1502040268.030189
-16180 , -197 , 69 , 1502040268.0433843
-16183 , -134 , 91 , 1502040268.0565794
-16174 , -98 , 85 , 1502040268.0697997
-16184 , -188 , 97 , 1502040268.083002
-16204 , -267 , 105 , 1502040268.0962512
-16186 , -288 , 106 , 1502040268.109449
-16189 , -212 , 104 , 1502040268.1226435
-16194 , -162 , 77 , 1502040268.1358438
-16209 , -141 , 103 , 1502040268.1490307
-16188 , -192 , 101 , 1502040268.1622276
-16183 , -240 , 113 , 1502040268.175451
-16194 , -248 , 102 , 1502040268.190339
-16203 , -226 , 102 , 1502040268.2035518
-16186 , -165 , 121 , 1502040268.2167583
-16200 , -142 , 114 , 1502040268.2299538
-16187 , -200 , 85 , 1502040268.2431512
-16186 , -248 , 80 , 1502040268.2564201
-16184 , -258 , 107 , 1502040268.2696228
-16209 , -219 , 114 , 1502040268.2828672
-16192 , -182 , 105 , 1502040268.2960699
-16190 , -157 , 96 , 1502040268.3092716
-16190 , -186 , 69 , 1502040268.322481
-16191 , -213 , 97 , 1502040268.3356745
-16203 , -238 , 98 , 1502040268.3488755
-16200 , -225 , 122 , 1502040268.3620772
-16176 , -210 , 110 , 1502040268.3753233
-16194 , -171 , 87 , 1502040268.3885434
-16192 , -168 , 87 , 1502040268.4017458
-16185 , -230 , 106 , 1502040268.4149446
-16192 , -238 , 95 , 1502040268.4281368
-16193 , -214 , 128 , 1502040268.4413478
-16184 , -202 , 121 , 1502040268.4545422
-16191 , -199 , 76 , 1502040268.467737
-16203 , -188 , 91 , 1502040268.4809358
-16188 , -211 , 86 , 1502040268.4941556
-16188 , -230 , 122 , 1502040268.5073602
-16195 , -214 , 103 , 1502040268.5205617
-16182 , -195 , 112 , 1502040268.5337527
-16188 , -189 , 105 , 1502040268.54695
-16198 , -194 , 95 , 1502040268.560146
-16193 , -193 , 56 , 1502040268.573351
-16181 , -205 , 103 , 1502040268.5865386
-16189 , -226 , 111 , 1502040268.5997653
-16173 , -207 , 111 , 1502040268.6129608
-16186 , -210 , 94 , 1502040268.626211
-16192 , -192 , 91 , 1502040268.6394057
-16197 , -211 , 101 , 1502040268.6541479
-16201 , -214 , 97 , 1502040268.6673667
-16198 , -217 , 108 , 1502040268.6805735
-16180 , -204 , 103 , 1502040268.693764
-16196 , -187 , 104 , 1502040268.706993
-16200 , -205 , 103 , 1502040268.7201853
-16202 , -198 , 100 , 1502040268.733379
-16200 , -187 , 103 , 1502040268.7465744
-16179 , -215 , 119 , 1502040268.7597756
-16186 , -211 , 124 , 1502040268.7729688
-16193 , -195 , 82 , 1502040268.7862124
-16192 , -202 , 107 , 1502040268.7994072
-16193 , -191 , 76 , 1502040268.8126307
-16191 , -203 , 100 , 1502040268.8258355
-16197 , -218 , 118 , 1502040268.8390272
